X,Y,XERR,YERR,YMODEL
0.5475000143,0.01848315164,0.02189999819,0.007484057148,0.001962874434
0.5986000001,0.001576742395,0.02919998765,0.006162248494,0.002361961389
0.6570000052,0.007499197633,0.02920001745,0.005666443172,0.003478727251
0.7081000209,0.008699697583,0.02189999819,0.007308578131,0.004665695163
0.7592000067,0.007075650744,0.02919998765,0.006051776429,0.006535719951
0.8102999926,0.02353320919,0.02189999819,0.008266742891,0.009726727154
0.8540999889,0.0123036157,0.02189999819,0.007729021057,0.01433483751
0.8978999853,0.01605443385,0.02189999819,0.008270369576,0.01938455172
0.9416999817,0.01029273706,0.02189999819,0.007858726547,0.0210936044
0.9855000079,0.01316213706,0.02190002799,0.007509188411,0.01923069867
1.036599994,0.01645514968,0.02919995785,0.005809229693,0.01472291535
1.094999969,0.01526033729,0.02920001745,0.005390117543,0.01189124174
1.146099985,0.01502613357,0.02189999819,0.007213005851,0.01165065913
1.1972,0.008380597272,0.02920001745,0.006529405629,0.01201798549
1.248300016,0.02120566952,0.02189999819,0.006949877574,0.0125371401
1.299400032,0.01958160694,0.02920001745,0.005726084299,0.01252772524
1.350500047,0.02005333016,0.02189999819,0.006853678742,0.01124936054
1.408900023,0.008426137714,0.03649997711,0.005035029908,0.009921984408
1.474600017,0.007609372588,0.02920001745,0.005781362139,0.009115046602
1.525700033,-0.0002023562364,0.02189999819,0.008053091488,0.00851787617
1.576799989,0.008143118275,0.02919995785,0.005497681016,0.007936530066
1.635199964,0.004482881732,0.02920001745,0.005863712017,0.007374738612
1.693599999,0.006541914457,0.02920001745,0.006310602048,0.00698701559
1.759299994,0.0005699901829,0.03649997711,0.004881074329,0.006836612817
1.839599967,-0.001106617436,0.04379999638,0.004088829263,0.00464922124
1.934499979,-0.003533943245,0.05110001564,0.00366019801,0.00318679084
2.022099972,0.008073577427,0.03649997711,0.004688673462,0.002653708288
2.087800026,0.006745104889,0.02920007706,0.005716386963,0.002281321505
2.15350008,6.858291971e-05,0.03649997711,0.005593610282,0.001960653996
2.219200015,-0.002193658568,0.02919995785,0.006388784792,0.001671867117
2.270300031,0.01733076512,0.02190005779,0.007394790581,0.001644196494
2.350600004,-0.0003427487694,0.0583999157,0.00314957522,0.00148578777

